Região,UF,IBGE,Município,População,Domicílios com a TRIA aplicada,Domicílios em risco de insegurança alimentar,% Domicílios em risco de insegurança alimentar,Pessoas em domicílios em risco de insegurança alimentar,Domicílios em risco de insegurança alimentar com pessoas com deficiência ,% de domicílios em risco de insegurança alimentar com pessoas com deficiência ,Domicílios em risco de insegurança alimentar com pessoas em situação de rua,% de domicílios em risco de insegurança alimentar com pessoas em situação de rua,Domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,% de domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,Domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,% de domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,Domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,Domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena,Competência
SUDESTE,MG,313770.0,LAJINHA,21422.0,4174.0,33.0,0.8,99.0,5.0,15.2,0.0,0.0,0.0,0.0,17.0,51.5,14.0,53.9,12.0,46.1,13.0,50.0,7.0,26.9,0.0,0.0,6.0,23.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313780.0,LAMBARI,20950.0,3144.0,55.0,1.7,202.0,5.0,9.1,0.0,0.0,0.0,0.0,30.0,54.5,36.0,69.2,16.0,30.8,15.0,28.9,26.0,50.0,0.0,0.0,11.0,21.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313790.0,LAMIM,3226.0,1290.0,36.0,2.8,129.0,6.0,16.7,0.0,0.0,4.0,11.1,21.0,58.3,21.0,63.6,12.0,36.4,13.0,39.4,9.0,27.3,1.0,3.0,10.0,30.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313800.0,LARANJAL,6042.0,1794.0,26.0,1.4,66.0,3.0,11.5,0.0,0.0,0.0,0.0,9.0,34.6,17.0,68.0,8.0,32.0,2.0,8.0,15.0,60.0,0.0,0.0,8.0,32.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313810.0,LASSANCE,7358.0,980.0,7.0,0.7,17.0,2.0,28.6,0.0,0.0,1.0,14.3,1.0,14.3,4.0,66.7,2.0,33.3,3.0,50.0,1.0,16.7,0.0,0.0,2.0,33.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313820.0,LAVRAS,109884.0,21186.0,17.0,0.1,40.0,1.0,5.9,5.0,29.4,0.0,0.0,8.0,47.1,5.0,41.7,7.0,58.3,5.0,41.7,1.0,8.3,2.0,16.7,4.0,33.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313830.0,LEANDRO FERREIRA,3270.0,680.0,2.0,0.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,2.0,100.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313835.0,LEME DO PRADO,4387.0,424.0,18.0,4.2,58.0,6.0,33.3,0.0,0.0,0.0,0.0,11.0,61.1,11.0,64.7,6.0,35.3,10.0,58.8,5.0,29.4,0.0,0.0,2.0,11.8,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313840.0,LEOPOLDINA,52696.0,13793.0,1613.0,11.7,5390.0,12.0,0.7,3.0,0.2,0.0,0.0,813.0,50.4,1162.0,79.8,295.0,20.2,396.0,27.2,463.0,31.8,5.0,0.3,593.0,40.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313850.0,LIBERDADE,4775.0,830.0,3.0,0.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,2.0,66.7,1.0,33.3,1.0,33.3,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313860.0,LIMA DUARTE,17712.0,28.0,1.0,3.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313862.0,LIMEIRA DO OESTE,9087.0,2639.0,14.0,0.5,48.0,3.0,21.4,0.0,0.0,0.0,0.0,6.0,42.9,6.0,50.0,6.0,50.0,5.0,41.7,4.0,33.3,0.0,0.0,3.0,25.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313865.0,LONTRA,8968.0,1291.0,148.0,11.5,486.0,30.0,20.3,0.0,0.0,0.0,0.0,73.0,49.3,55.0,40.7,80.0,59.3,102.0,75.6,28.0,20.7,1.0,0.7,4.0,3.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313867.0,LUISBURGO,7195.0,2655.0,15.0,0.6,44.0,3.0,20.0,0.0,0.0,0.0,0.0,5.0,33.3,10.0,66.7,5.0,33.3,8.0,53.3,7.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313868.0,LUISLANDIA,6329.0,1056.0,116.0,11.0,400.0,20.0,17.2,0.0,0.0,2.0,1.7,60.0,51.7,51.0,47.7,56.0,52.3,74.0,69.2,15.0,14.0,0.0,0.0,18.0,16.8,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313870.0,LUMINARIAS,5731.0,1905.0,10.0,0.5,28.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,40.0,5.0,55.6,4.0,44.4,3.0,33.3,5.0,55.6,0.0,0.0,1.0,11.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313880.0,LUZ,18304.0,3687.0,22.0,0.6,57.0,2.0,9.1,2.0,9.1,0.0,0.0,7.0,31.8,9.0,47.4,10.0,52.6,8.0,42.1,5.0,26.3,0.0,0.0,6.0,31.6,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313890.0,MACHACALIS,6579.0,2416.0,35.0,1.4,142.0,10.0,28.6,0.0,0.0,0.0,0.0,18.0,51.4,25.0,83.3,5.0,16.7,17.0,56.7,7.0,23.3,1.0,3.3,5.0,16.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313900.0,MACHADO,38831.0,692.0,165.0,23.8,514.0,8.0,4.8,0.0,0.0,0.0,0.0,62.0,37.6,77.0,59.7,52.0,40.3,30.0,23.3,69.0,53.5,7.0,5.4,23.0,17.8,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313910.0,MADRE DE DEUS DE MINAS,5341.0,2085.0,3.0,0.1,7.0,0.0,0.0,0.0,0.0,1.0,33.3,0.0,0.0,2.0,66.7,1.0,33.3,2.0,66.7,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313920.0,MALACACHETA,17751.0,5053.0,137.0,2.7,475.0,34.0,24.8,0.0,0.0,2.0,1.5,75.0,54.7,88.0,69.8,38.0,30.2,93.0,73.8,6.0,4.8,2.0,1.6,25.0,19.8,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313925.0,MAMONAS,6096.0,774.0,5.0,0.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,1.0,25.0,3.0,75.0,3.0,75.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313930.0,MANGA,19188.0,3191.0,474.0,14.9,1814.0,84.0,17.7,6.0,1.3,29.0,6.1,299.0,63.1,226.0,52.7,203.0,47.3,264.0,61.5,50.0,11.7,12.0,2.8,102.0,23.8,1.0,0.2,nov/2023 a dez/2025
SUDESTE,MG,313940.0,MANHUACU,96545.0,357.0,15.0,4.2,55.0,1.0,6.7,0.0,0.0,0.0,0.0,11.0,73.3,4.0,66.7,2.0,33.3,5.0,83.3,1.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313950.0,MANHUMIRIM,20970.0,5542.0,44.0,0.8,130.0,3.0,6.8,0.0,0.0,0.0,0.0,22.0,50.0,30.0,71.4,12.0,28.6,13.0,30.9,17.0,40.5,0.0,0.0,12.0,28.6,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313960.0,MANTENA,27358.0,97.0,3.0,3.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.0,0.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313970.0,MARAVILHAS,7518.0,1936.0,9.0,0.5,46.0,2.0,22.2,0.0,0.0,0.0,0.0,7.0,77.8,7.0,87.5,1.0,12.5,6.0,75.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313980.0,MAR DE ESPANHA,13119.0,1285.0,15.0,1.2,52.0,2.0,13.3,0.0,0.0,0.0,0.0,9.0,60.0,10.0,71.4,4.0,28.6,5.0,35.7,5.0,35.7,0.0,0.0,4.0,28.6,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,313990.0,MARIA DA FE,14557.0,4333.0,99.0,2.3,305.0,19.0,19.2,1.0,1.0,0.0,0.0,44.0,44.4,44.0,47.3,49.0,52.7,20.0,21.5,63.0,67.7,0.0,0.0,10.0,10.8,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314000.0,MARIANA,64058.0,6123.0,59.0,1.0,200.0,5.0,8.5,0.0,0.0,1.0,1.7,34.0,57.6,35.0,71.4,14.0,28.6,33.0,67.3,2.0,4.1,1.0,2.0,13.0,26.5,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314010.0,MARILAC,4320.0,312.0,2.0,0.6,9.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,50.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314015.0,MARIO CAMPOS,16546.0,75.0,2.0,2.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314020.0,MARIPA DE MINAS,3532.0,871.0,11.0,1.3,30.0,2.0,18.2,0.0,0.0,0.0,0.0,4.0,36.4,6.0,60.0,4.0,40.0,3.0,30.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314030.0,MARLIERIA,4761.0,1233.0,11.0,0.9,35.0,1.0,9.1,0.0,0.0,0.0,0.0,3.0,27.3,5.0,71.4,2.0,28.6,4.0,57.1,2.0,28.6,0.0,0.0,1.0,14.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314040.0,MARMELOPOLIS,3299.0,852.0,5.0,0.6,16.0,2.0,40.0,0.0,0.0,0.0,0.0,2.0,40.0,4.0,80.0,1.0,20.0,2.0,40.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314050.0,MARTINHO CAMPOS,14461.0,4431.0,8.0,0.2,23.0,1.0,12.5,0.0,0.0,0.0,0.0,3.0,37.5,5.0,83.3,1.0,16.7,4.0,66.7,2.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314053.0,MARTINS SOARES,8725.0,2426.0,16.0,0.7,46.0,1.0,6.2,0.0,0.0,0.0,0.0,9.0,56.2,6.0,50.0,6.0,50.0,7.0,58.3,4.0,33.3,0.0,0.0,1.0,8.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314055.0,MATA VERDE,9458.0,2463.0,41.0,1.7,135.0,6.0,14.6,3.0,7.3,3.0,7.3,23.0,56.1,16.0,42.1,22.0,57.9,31.0,81.6,4.0,10.5,1.0,2.6,2.0,5.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314060.0,MATERLANDIA,3982.0,1337.0,17.0,1.3,60.0,4.0,23.5,0.0,0.0,2.0,11.8,11.0,64.7,2.0,16.7,10.0,83.3,8.0,66.7,1.0,8.3,2.0,16.7,1.0,8.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314070.0,MATEUS LEME,40239.0,231.0,11.0,4.8,45.0,0.0,0.0,0.0,0.0,1.0,9.1,8.0,72.7,1.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314080.0,MATIAS BARBOSA,14501.0,2352.0,18.0,0.8,84.0,1.0,5.6,0.0,0.0,0.0,0.0,12.0,66.7,11.0,73.3,4.0,26.7,4.0,26.7,7.0,46.7,0.0,0.0,4.0,26.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314085.0,MATIAS CARDOSO,8975.0,1532.0,147.0,9.6,497.0,25.0,17.0,0.0,0.0,19.0,12.9,83.0,56.5,72.0,53.7,62.0,46.3,89.0,66.4,4.0,3.0,1.0,0.8,39.0,29.1,1.0,0.8,nov/2023 a dez/2025
SUDESTE,MG,314090.0,MATIPO,19054.0,5437.0,327.0,6.0,955.0,23.0,7.0,0.0,0.0,0.0,0.0,154.0,47.1,198.0,67.1,97.0,32.9,178.0,60.3,85.0,28.8,8.0,2.7,24.0,8.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314100.0,MATO VERDE,12238.0,2956.0,24.0,0.8,74.0,5.0,20.8,0.0,0.0,0.0,0.0,10.0,41.7,9.0,40.9,13.0,59.1,14.0,63.6,3.0,13.6,0.0,0.0,5.0,22.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314110.0,MATOZINHOS,39291.0,103.0,3.0,2.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314120.0,MATUTINA,3907.0,1035.0,3.0,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,2.0,100.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314130.0,MEDEIROS,4040.0,1087.0,5.0,0.5,20.0,1.0,20.0,0.0,0.0,0.0,0.0,4.0,80.0,2.0,40.0,3.0,60.0,3.0,60.0,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314140.0,MEDINA,20492.0,4248.0,555.0,13.1,1698.0,63.0,11.4,0.0,0.0,2.0,0.4,269.0,48.5,353.0,65.4,187.0,34.6,397.0,73.5,70.0,13.0,6.0,1.1,66.0,12.2,1.0,0.2,nov/2023 a dez/2025
SUDESTE,MG,314150.0,MENDES PIMENTEL,5651.0,1781.0,248.0,13.9,657.0,33.0,13.3,0.0,0.0,1.0,0.4,88.0,35.5,133.0,57.3,99.0,42.7,167.0,72.0,44.0,19.0,4.0,1.7,17.0,7.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314160.0,MERCES,10609.0,4388.0,17.0,0.4,48.0,3.0,17.6,2.0,11.8,0.0,0.0,8.0,47.1,7.0,50.0,7.0,50.0,11.0,78.6,2.0,14.3,0.0,0.0,1.0,7.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314170.0,MESQUITA,5038.0,1244.0,45.0,3.6,151.0,7.0,15.6,0.0,0.0,0.0,0.0,23.0,51.1,22.0,52.4,20.0,47.6,18.0,42.9,9.0,21.4,0.0,0.0,15.0,35.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314180.0,MINAS NOVAS,24191.0,7246.0,179.0,2.5,618.0,28.0,15.6,0.0,0.0,37.0,20.7,81.0,45.3,90.0,53.6,78.0,46.4,112.0,66.7,13.0,7.7,2.0,1.2,41.0,24.4,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314190.0,MINDURI,3815.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314200.0,MIRABELA,14029.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314210.0,MIRADOURO,9026.0,2921.0,13.0,0.4,38.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,69.2,9.0,69.2,4.0,30.8,4.0,30.8,7.0,53.9,1.0,7.7,1.0,7.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314220.0,MIRAI,13922.0,3965.0,38.0,1.0,132.0,14.0,36.8,0.0,0.0,0.0,0.0,19.0,50.0,17.0,53.1,15.0,46.9,17.0,53.1,11.0,34.4,1.0,3.1,3.0,9.4,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314225.0,MIRAVANIA,4011.0,902.0,14.0,1.6,47.0,2.0,14.3,0.0,0.0,0.0,0.0,5.0,35.7,4.0,33.3,8.0,66.7,8.0,66.7,3.0,25.0,0.0,0.0,1.0,8.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314230.0,MOEDA,5291.0,1798.0,9.0,0.5,26.0,1.0,11.1,0.0,0.0,2.0,22.2,5.0,55.6,2.0,40.0,3.0,60.0,2.0,40.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314240.0,MOEMA,7778.0,2000.0,16.0,0.8,42.0,1.0,6.2,0.0,0.0,0.0,0.0,7.0,43.8,9.0,60.0,6.0,40.0,8.0,53.3,5.0,33.3,0.0,0.0,2.0,13.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314250.0,MONJOLOS,2196.0,589.0,14.0,2.4,44.0,8.0,57.1,0.0,0.0,0.0,0.0,4.0,28.6,7.0,70.0,3.0,30.0,6.0,60.0,2.0,20.0,0.0,0.0,2.0,20.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314260.0,MONSENHOR PAULO,8550.0,2877.0,68.0,2.4,208.0,16.0,23.5,0.0,0.0,0.0,0.0,27.0,39.7,23.0,35.4,42.0,64.6,25.0,38.5,28.0,43.1,1.0,1.5,11.0,16.9,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314270.0,MONTALVANIA,14160.0,4099.0,304.0,7.4,1040.0,42.0,13.8,0.0,0.0,1.0,0.3,175.0,57.6,106.0,39.0,166.0,61.0,167.0,61.4,51.0,18.8,1.0,0.4,53.0,19.5,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314280.0,MONTE ALEGRE DE MINAS,20666.0,4155.0,26.0,0.6,89.0,7.0,26.9,0.0,0.0,0.0,0.0,15.0,57.7,10.0,58.8,7.0,41.2,4.0,23.5,8.0,47.1,0.0,0.0,5.0,29.4,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314290.0,MONTE AZUL,20577.0,4864.0,82.0,1.7,256.0,6.0,7.3,0.0,0.0,17.0,20.7,48.0,58.5,58.0,75.3,19.0,24.7,58.0,75.3,15.0,19.5,1.0,1.3,3.0,3.9,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314300.0,MONTE BELO,13340.0,2296.0,12.0,0.5,53.0,2.0,16.7,2.0,16.7,0.0,0.0,9.0,75.0,7.0,63.6,4.0,36.4,4.0,36.4,5.0,45.5,0.0,0.0,2.0,18.2,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314310.0,MONTE CARMELO,49354.0,14819.0,65.0,0.4,191.0,6.0,9.2,0.0,0.0,2.0,3.1,30.0,46.2,37.0,59.7,25.0,40.3,27.0,43.5,30.0,48.4,0.0,0.0,5.0,8.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314315.0,MONTE FORMOSO,4449.0,1308.0,56.0,4.3,189.0,8.0,14.3,0.0,0.0,0.0,0.0,35.0,62.5,20.0,47.6,22.0,52.4,32.0,76.2,7.0,16.7,0.0,0.0,3.0,7.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314320.0,MONTE SANTO DE MINAS,21301.0,49.0,2.0,4.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314330.0,MONTES CLAROS,434321.0,916.0,42.0,4.6,187.0,7.0,16.7,0.0,0.0,1.0,2.4,31.0,73.8,6.0,100.0,0.0,0.0,4.0,66.7,0.0,0.0,0.0,0.0,2.0,33.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314340.0,MONTE SIAO,24933.0,7376.0,134.0,1.8,481.0,23.0,17.2,0.0,0.0,0.0,0.0,69.0,51.5,62.0,58.5,44.0,41.5,10.0,9.4,90.0,84.9,0.0,0.0,6.0,5.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314345.0,MONTEZUMA,6979.0,885.0,3.0,0.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,1.0,33.3,2.0,66.7,1.0,33.3,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314350.0,MORADA NOVA DE MINAS,9364.0,3089.0,5.0,0.2,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,3.0,60.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314360.0,MORRO DA GARCA,2438.0,933.0,6.0,0.6,11.0,1.0,16.7,0.0,0.0,0.0,0.0,1.0,16.7,2.0,33.3,4.0,66.7,3.0,50.0,2.0,33.3,0.0,0.0,1.0,16.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314370.0,MORRO DO PILAR,3174.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314380.0,MUNHOZ,7857.0,65.0,1.0,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314390.0,MURIAE,108161.0,36422.0,418.0,1.1,1233.0,51.0,12.2,1.0,0.2,7.0,1.7,187.0,44.7,216.0,54.4,181.0,45.6,166.0,41.8,147.0,37.0,1.0,0.2,83.0,20.9,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314400.0,MUTUM,28670.0,2746.0,8.0,0.3,32.0,2.0,25.0,0.0,0.0,0.0,0.0,5.0,62.5,2.0,33.3,4.0,66.7,2.0,33.3,2.0,33.3,2.0,33.3,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314410.0,MUZAMBINHO,22527.0,5683.0,39.0,0.7,132.0,4.0,10.3,0.0,0.0,1.0,2.6,18.0,46.2,20.0,57.1,15.0,42.9,5.0,14.3,20.0,57.1,0.0,0.0,10.0,28.6,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314420.0,NACIP RAYDAN,2437.0,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314430.0,NANUQUE,35554.0,10733.0,156.0,1.5,425.0,28.0,17.9,1.0,0.6,3.0,1.9,54.0,34.6,88.0,63.8,50.0,36.2,98.0,71.0,12.0,8.7,1.0,0.7,27.0,19.6,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314435.0,NAQUE,6442.0,2219.0,80.0,3.6,250.0,23.0,28.7,0.0,0.0,0.0,0.0,41.0,51.2,63.0,81.8,14.0,18.2,40.0,52.0,12.0,15.6,0.0,0.0,25.0,32.5,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314437.0,NATALANDIA,3626.0,1170.0,11.0,0.9,41.0,1.0,9.1,0.0,0.0,0.0,0.0,6.0,54.5,7.0,70.0,3.0,30.0,9.0,90.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314440.0,NATERCIA,4800.0,1698.0,11.0,0.6,41.0,0.0,0.0,0.0,0.0,5.0,45.5,8.0,72.7,5.0,50.0,5.0,50.0,3.0,30.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314450.0,NAZARENO,8390.0,3012.0,7.0,0.2,7.0,2.0,28.6,0.0,0.0,1.0,14.3,0.0,0.0,6.0,85.7,1.0,14.3,5.0,71.4,2.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314460.0,NEPOMUCENO,25774.0,1463.0,6.0,0.4,35.0,2.0,33.3,0.0,0.0,0.0,0.0,4.0,66.7,3.0,75.0,1.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,3.0,75.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314465.0,NINHEIRA,10915.0,2683.0,41.0,1.5,108.0,5.0,12.2,0.0,0.0,3.0,7.3,18.0,43.9,17.0,43.6,22.0,56.4,35.0,89.7,3.0,7.7,0.0,0.0,1.0,2.6,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314467.0,NOVA BELEM,3156.0,1356.0,1.0,0.1,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314470.0,NOVA ERA,17807.0,4685.0,11.0,0.2,24.0,4.0,36.4,0.0,0.0,0.0,0.0,3.0,27.3,10.0,90.9,1.0,9.1,6.0,54.5,3.0,27.3,0.0,0.0,2.0,18.2,0.0,0.0,nov/2023 a dez/2025
SUDESTE,MG,314480.0,NOVA LIMA,119142.0,16969.0,545.0,3.2,1891.0,86.0,15.8,1.0,0.2,6.0,1.1,314.0,57.6,390.0,79.3,102.0,20.7,311.0,63.2,91.0,18.5,0.0,0.0,90.0,18.3,0.0,0.0,nov/2023 a dez/2025
