Região,UF,IBGE,Município,População,Domicílios com a TRIA aplicada,Domicílios em risco de insegurança alimentar,% Domicílios em risco de insegurança alimentar,Pessoas em domicílios em risco de insegurança alimentar,Domicílios em risco de insegurança alimentar com pessoas com deficiência ,% de domicílios em risco de insegurança alimentar com pessoas com deficiência ,Domicílios em risco de insegurança alimentar com pessoas em situação de rua,% de domicílios em risco de insegurança alimentar com pessoas em situação de rua,Domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,% de domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,Domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,% de domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,Domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,Domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena,Competência
NORDESTE,MA,210710.0,MORROS,18994.0,1510.0,251.0,16.6,814.0,21.0,8.4,0.0,0.0,0.0,0.0,153.0,61.0,149.0,71.6,59.0,28.4,179.0,86.1,11.0,5.3,6.0,2.9,12.0,5.8,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210720.0,NINA RODRIGUES,14551.0,3376.0,1135.0,33.6,4387.0,120.0,10.6,0.0,0.0,10.0,0.9,721.0,63.5,584.0,67.0,288.0,33.0,770.0,88.3,46.0,5.3,1.0,0.1,55.0,6.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210725.0,NOVA COLINAS,5144.0,1764.0,122.0,6.9,442.0,21.0,17.2,0.0,0.0,0.0,0.0,77.0,63.1,79.0,71.8,31.0,28.2,97.0,88.2,8.0,7.3,0.0,0.0,5.0,4.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210730.0,NOVA IORQUE,4412.0,1243.0,13.0,1.0,51.0,3.0,23.1,1.0,7.7,1.0,7.7,10.0,76.9,6.0,60.0,4.0,40.0,6.0,60.0,2.0,20.0,0.0,0.0,2.0,20.0,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210735.0,NOVA OLINDA DO MARANHAO,14468.0,3954.0,531.0,13.4,1804.0,62.0,11.7,0.0,0.0,2.0,0.4,290.0,54.6,265.0,54.6,220.0,45.4,411.0,84.7,38.0,7.8,18.0,3.7,18.0,3.7,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210740.0,OLHO D'AGUA DAS CUNHAS,18295.0,5381.0,113.0,2.1,414.0,18.0,15.9,0.0,0.0,1.0,0.9,71.0,62.8,46.0,44.7,57.0,55.3,73.0,70.9,19.0,18.4,0.0,0.0,11.0,10.7,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210745.0,OLINDA NOVA DO MARANHAO,13909.0,2251.0,801.0,35.6,2713.0,86.0,10.7,0.0,0.0,103.0,12.9,448.0,55.9,445.0,64.0,250.0,36.0,556.0,80.0,65.0,9.3,8.0,1.1,66.0,9.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210750.0,PACO DO LUMIAR,152306.0,17445.0,4333.0,24.8,14706.0,494.0,11.4,4.0,0.1,31.0,0.7,2508.0,57.9,2866.0,74.8,968.0,25.2,2898.0,75.6,499.0,13.0,53.0,1.4,383.0,10.0,2.0,0.1,nov/2023 a dez/2025
NORDESTE,MA,210760.0,PALMEIRANDIA,21606.0,5458.0,1483.0,27.2,4489.0,181.0,12.2,1.0,0.1,30.0,2.0,804.0,54.2,979.0,70.8,403.0,29.2,1075.0,77.8,127.0,9.2,3.0,0.2,177.0,12.8,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210770.0,PARAIBANO,18619.0,6348.0,460.0,7.2,1624.0,52.0,11.3,0.0,0.0,3.0,0.7,258.0,56.1,292.0,72.5,111.0,27.5,320.0,79.4,27.0,6.7,3.0,0.7,53.0,13.2,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210780.0,PARNARAMA,32256.0,5852.0,743.0,12.7,2731.0,48.0,6.5,1.0,0.1,101.0,13.6,445.0,59.9,271.0,45.0,331.0,55.0,477.0,79.2,36.0,6.0,51.0,8.5,38.0,6.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210790.0,PASSAGEM FRANCA,17592.0,5548.0,529.0,9.5,1965.0,45.0,8.5,0.0,0.0,2.0,0.4,326.0,61.6,282.0,62.7,168.0,37.3,332.0,73.8,83.0,18.4,0.0,0.0,33.0,7.3,2.0,0.4,nov/2023 a dez/2025
NORDESTE,MA,210800.0,PASTOS BONS,19246.0,357.0,4.0,1.1,16.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,100.0,3.0,100.0,0.0,0.0,1.0,33.3,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210805.0,PAULINO NEVES,17523.0,4689.0,829.0,17.7,2958.0,80.0,9.7,0.0,0.0,34.0,4.1,530.0,63.9,450.0,58.1,324.0,41.9,736.0,95.1,26.0,3.4,5.0,0.7,7.0,0.9,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210810.0,PAULO RAMOS,20792.0,5203.0,890.0,17.1,3184.0,137.0,15.4,0.0,0.0,4.0,0.4,577.0,64.8,444.0,57.3,331.0,42.7,550.0,71.0,110.0,14.2,34.0,4.4,81.0,10.4,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210820.0,PEDREIRAS,38267.0,9763.0,1460.0,15.0,4761.0,310.0,21.2,0.0,0.0,23.0,1.6,715.0,49.0,862.0,68.2,402.0,31.8,844.0,66.8,243.0,19.2,5.0,0.4,173.0,13.7,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210825.0,PEDRO DO ROSARIO,24917.0,3024.0,1007.0,33.3,3631.0,118.0,11.7,1.0,0.1,232.0,23.0,625.0,62.1,540.0,62.6,323.0,37.4,631.0,73.1,41.0,4.8,6.0,0.7,185.0,21.4,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210830.0,PENALVA,33534.0,10639.0,1122.0,10.5,4110.0,198.0,17.6,1.0,0.1,210.0,18.7,702.0,62.6,655.0,65.4,346.0,34.6,692.0,69.1,45.0,4.5,10.0,1.0,253.0,25.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210840.0,PERI MIRIM,11277.0,2020.0,660.0,32.7,1834.0,74.0,11.2,0.0,0.0,86.0,13.0,289.0,43.8,391.0,63.0,230.0,37.0,427.0,68.8,145.0,23.4,3.0,0.5,46.0,7.4,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210845.0,PERITORO,20910.0,6342.0,1825.0,28.8,5852.0,223.0,12.2,1.0,0.1,37.0,2.0,1005.0,55.1,1057.0,61.9,652.0,38.1,1363.0,79.8,157.0,9.2,31.0,1.8,159.0,9.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210850.0,PINDARE-MIRIM,32521.0,7139.0,1311.0,18.4,4607.0,133.0,10.1,0.0,0.0,99.0,7.6,799.0,60.9,785.0,72.2,302.0,27.8,876.0,80.6,105.0,9.7,3.0,0.3,103.0,9.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210860.0,PINHEIRO,87919.0,15528.0,3629.0,23.4,12157.0,442.0,12.2,0.0,0.0,477.0,13.1,2140.0,59.0,2298.0,70.9,942.0,29.1,2524.0,77.9,358.0,11.1,12.0,0.4,346.0,10.7,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210870.0,PIO XII,22369.0,7124.0,411.0,5.8,1520.0,59.0,14.4,0.0,0.0,1.0,0.2,257.0,62.5,258.0,67.9,122.0,32.1,288.0,75.8,47.0,12.4,2.0,0.5,43.0,11.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210880.0,PIRAPEMAS,18120.0,5167.0,413.0,8.0,1505.0,47.0,11.4,0.0,0.0,22.0,5.3,253.0,61.3,185.0,51.1,177.0,48.9,328.0,90.6,15.0,4.1,0.0,0.0,19.0,5.2,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210890.0,POCAO DE PEDRAS,17444.0,5470.0,576.0,10.5,1749.0,89.0,15.5,1.0,0.2,28.0,4.9,330.0,57.3,347.0,68.7,158.0,31.3,403.0,79.8,69.0,13.7,3.0,0.6,31.0,6.1,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210900.0,PORTO FRANCO,24517.0,712.0,21.0,2.9,103.0,4.0,19.0,1.0,4.8,1.0,4.8,16.0,76.2,5.0,55.6,4.0,44.4,6.0,66.7,2.0,22.2,0.0,0.0,1.0,11.1,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210905.0,PORTO RICO DO MARANHAO,6091.0,1619.0,212.0,13.1,787.0,22.0,10.4,0.0,0.0,35.0,16.5,131.0,61.8,151.0,83.4,30.0,16.6,148.0,81.8,27.0,14.9,0.0,0.0,6.0,3.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210910.0,PRESIDENTE DUTRA,46578.0,14439.0,2214.0,15.3,7122.0,246.0,11.1,4.0,0.2,6.0,0.3,1314.0,59.3,1679.0,87.1,248.0,12.9,1491.0,77.4,295.0,15.3,16.0,0.8,125.0,6.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210920.0,PRESIDENTE JUSCELINO,11616.0,495.0,190.0,38.4,750.0,48.0,25.3,0.0,0.0,31.0,16.3,130.0,68.4,132.0,78.1,37.0,21.9,135.0,79.9,5.0,3.0,3.0,1.8,26.0,15.4,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210923.0,PRESIDENTE MEDICI,4748.0,1142.0,145.0,12.7,605.0,30.0,20.7,0.0,0.0,1.0,0.7,103.0,71.0,93.0,73.8,33.0,26.2,117.0,92.9,5.0,4.0,0.0,0.0,4.0,3.2,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210927.0,PRESIDENTE SARNEY,17913.0,4941.0,1196.0,24.2,4030.0,149.0,12.5,0.0,0.0,79.0,6.6,726.0,60.7,807.0,70.8,333.0,29.2,893.0,78.3,138.0,12.1,9.0,0.8,100.0,8.8,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210930.0,PRESIDENTE VARGAS,10791.0,3325.0,602.0,18.1,2156.0,78.0,13.0,0.0,0.0,85.0,14.1,356.0,59.1,352.0,70.8,145.0,29.2,463.0,93.2,24.0,4.8,1.0,0.2,9.0,1.8,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210940.0,PRIMEIRA CRUZ,13922.0,3422.0,499.0,14.6,1690.0,63.0,12.6,0.0,0.0,3.0,0.6,280.0,56.1,332.0,75.5,108.0,24.6,395.0,89.8,37.0,8.4,1.0,0.2,7.0,1.6,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210945.0,RAPOSA,32054.0,8515.0,1058.0,12.4,3917.0,108.0,10.2,1.0,0.1,20.0,1.9,644.0,60.9,708.0,72.0,275.0,28.0,685.0,69.7,187.0,19.0,6.0,0.6,104.0,10.6,1.0,0.1,nov/2023 a dez/2025
NORDESTE,MA,210950.0,RIACHAO,22699.0,4947.0,1558.0,31.5,5171.0,201.0,12.9,0.0,0.0,16.0,1.0,888.0,57.0,802.0,56.8,611.0,43.2,1249.0,88.4,64.0,4.5,23.0,1.6,77.0,5.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210955.0,RIBAMAR FIQUENE,7597.0,2018.0,222.0,11.0,790.0,41.0,18.5,0.0,0.0,1.0,0.5,138.0,62.2,151.0,76.7,46.0,23.4,154.0,78.2,28.0,14.2,1.0,0.5,14.0,7.1,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210960.0,ROSARIO,39763.0,10571.0,2031.0,19.2,6821.0,307.0,15.1,0.0,0.0,139.0,6.8,1205.0,59.3,1329.0,74.4,458.0,25.6,1448.0,81.0,136.0,7.6,1.0,0.1,203.0,11.4,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210970.0,SAMBAIBA,5701.0,1651.0,104.0,6.3,398.0,9.0,8.7,0.0,0.0,0.0,0.0,67.0,64.4,42.0,45.2,51.0,54.8,78.0,83.9,8.0,8.6,1.0,1.1,6.0,6.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210975.0,SANTA FILOMENA DO MARANHAO,6839.0,715.0,28.0,3.9,104.0,4.0,14.3,0.0,0.0,0.0,0.0,20.0,71.4,25.0,96.2,1.0,3.9,20.0,76.9,4.0,15.4,0.0,0.0,2.0,7.7,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210980.0,SANTA HELENA,43112.0,3852.0,558.0,14.5,1840.0,55.0,9.9,0.0,0.0,122.0,21.9,309.0,55.4,301.0,59.1,208.0,40.9,363.0,71.3,59.0,11.6,18.0,3.5,69.0,13.6,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,210990.0,SANTA INES,88167.0,23290.0,4731.0,20.3,16538.0,630.0,13.3,4.0,0.1,41.0,0.9,2795.0,59.1,2727.0,64.0,1531.0,36.0,3015.0,70.8,626.0,14.7,89.0,2.1,523.0,12.3,7.0,0.2,nov/2023 a dez/2025
NORDESTE,MA,211000.0,SANTA LUZIA,59037.0,18735.0,4390.0,23.4,15230.0,471.0,10.7,7.0,0.2,46.0,1.0,2760.0,62.9,2396.0,61.6,1491.0,38.4,3396.0,87.4,332.0,8.5,1.0,0.0,159.0,4.1,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211003.0,SANTA LUZIA DO PARUA,24870.0,6960.0,1289.0,18.5,4982.0,151.0,11.7,0.0,0.0,2.0,0.2,866.0,67.2,816.0,72.7,306.0,27.3,902.0,80.4,139.0,12.4,1.0,0.1,80.0,7.1,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211010.0,SANTA QUITERIA DO MARANHAO,24489.0,5229.0,279.0,5.3,1118.0,54.0,19.4,0.0,0.0,77.0,27.6,175.0,62.7,193.0,83.2,39.0,16.8,197.0,84.9,28.0,12.1,0.0,0.0,6.0,2.6,1.0,0.4,nov/2023 a dez/2025
NORDESTE,MA,211020.0,SANTA RITA,38446.0,9131.0,1741.0,19.1,5673.0,198.0,11.4,3.0,0.2,104.0,6.0,1016.0,58.4,1138.0,70.6,473.0,29.4,1180.0,73.2,270.0,16.8,6.0,0.4,155.0,9.6,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211023.0,SANTANA DO MARANHAO,10777.0,3452.0,362.0,10.5,1264.0,57.0,15.7,0.0,0.0,2.0,0.6,196.0,54.1,188.0,63.5,108.0,36.5,288.0,97.3,7.0,2.4,0.0,0.0,1.0,0.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211027.0,SANTO AMARO DO MARANHAO,14280.0,3684.0,996.0,27.0,3705.0,93.0,9.3,0.0,0.0,4.0,0.4,626.0,62.9,622.0,69.4,274.0,30.6,848.0,94.6,39.0,4.3,3.0,0.3,5.0,0.6,1.0,0.1,nov/2023 a dez/2025
NORDESTE,MA,211030.0,SANTO ANTONIO DOS LOPES,14623.0,5021.0,692.0,13.8,2232.0,75.0,10.8,0.0,0.0,1.0,0.1,383.0,55.3,400.0,63.9,226.0,36.1,524.0,83.7,40.0,6.4,9.0,1.4,53.0,8.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211040.0,SAO BENEDITO DO RIO PRETO,18793.0,3561.0,673.0,18.9,2367.0,52.0,7.7,0.0,0.0,12.0,1.8,435.0,64.6,325.0,53.6,281.0,46.4,537.0,88.6,54.0,8.9,1.0,0.2,14.0,2.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211050.0,SAO BENTO,48036.0,7695.0,3787.0,49.2,10653.0,538.0,14.2,0.0,0.0,727.0,19.2,1746.0,46.1,2436.0,69.6,1062.0,30.4,2371.0,67.8,395.0,11.3,8.0,0.2,724.0,20.7,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211060.0,SAO BERNARDO,27887.0,6110.0,990.0,16.2,3561.0,111.0,11.2,1.0,0.1,10.0,1.0,602.0,60.8,566.0,61.7,352.0,38.3,825.0,89.9,27.0,2.9,49.0,5.3,17.0,1.9,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211065.0,SAO DOMINGOS DO AZEITAO,8213.0,1998.0,112.0,5.6,489.0,18.0,16.1,0.0,0.0,0.0,0.0,84.0,75.0,84.0,81.5,19.0,18.4,69.0,67.0,16.0,15.5,0.0,0.0,18.0,17.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211070.0,SAO DOMINGOS DO MARANHAO,35221.0,9899.0,1374.0,13.9,4442.0,150.0,10.9,1.0,0.1,4.0,0.3,778.0,56.6,818.0,66.9,404.0,33.1,944.0,77.2,224.0,18.3,3.0,0.2,51.0,4.2,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211080.0,SAO FELIX DE BALSAS,4495.0,330.0,1.0,0.3,4.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211085.0,SAO FRANCISCO DO BREJAO,9222.0,2772.0,291.0,10.5,1048.0,41.0,14.1,0.0,0.0,7.0,2.4,178.0,61.2,223.0,88.8,28.0,11.2,192.0,76.5,30.0,11.9,2.0,0.8,26.0,10.4,1.0,0.4,nov/2023 a dez/2025
NORDESTE,MA,211090.0,SAO FRANCISCO DO MARANHAO,12353.0,4029.0,572.0,14.2,2072.0,57.0,10.0,0.0,0.0,3.0,0.5,349.0,61.0,312.0,59.7,211.0,40.3,415.0,79.3,44.0,8.4,5.0,1.0,59.0,11.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211100.0,SAO JOAO BATISTA,18909.0,3957.0,996.0,25.2,3289.0,122.0,12.2,0.0,0.0,270.0,27.1,520.0,52.2,405.0,46.8,460.0,53.2,621.0,71.8,154.0,17.8,4.0,0.5,87.0,10.1,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211102.0,SAO JOAO DO CARU,12421.0,2891.0,678.0,23.5,2466.0,103.0,15.2,0.0,0.0,4.0,0.6,420.0,61.9,329.0,59.9,220.0,40.1,452.0,82.3,52.0,9.5,5.0,0.9,39.0,7.1,1.0,0.2,nov/2023 a dez/2025
NORDESTE,MA,211105.0,SAO JOAO DO PARAISO,10105.0,1824.0,438.0,24.0,1428.0,46.0,10.5,0.0,0.0,4.0,0.9,259.0,59.1,187.0,47.1,210.0,52.9,251.0,63.2,94.0,23.7,0.0,0.0,52.0,13.1,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211107.0,SAO JOAO DO SOTER,17254.0,5834.0,985.0,16.9,3911.0,161.0,16.3,0.0,0.0,65.0,6.6,610.0,61.9,542.0,67.8,257.0,32.2,643.0,80.5,44.0,5.5,1.0,0.1,111.0,13.9,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211110.0,SAO JOAO DOS PATOS,25891.0,8072.0,374.0,4.6,1337.0,36.0,9.6,0.0,0.0,3.0,0.8,228.0,61.0,267.0,79.7,68.0,20.3,228.0,68.1,58.0,17.3,2.0,0.6,47.0,14.0,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211120.0,SAO JOSE DE RIBAMAR,257414.0,24955.0,4559.0,18.3,15469.0,494.0,10.8,1.0,0.0,31.0,0.7,2551.0,56.0,2912.0,71.0,1188.0,29.0,3360.0,82.0,447.0,10.9,40.0,1.0,254.0,6.2,1.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211125.0,SAO JOSE DOS BASILIOS,7102.0,2494.0,336.0,13.5,1192.0,54.0,16.1,0.0,0.0,6.0,1.8,208.0,61.9,171.0,60.6,111.0,39.4,173.0,61.4,62.0,22.0,4.0,1.4,43.0,15.2,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211130.0,SAO LUIS,1088057.0,111615.0,30979.0,27.8,109313.0,2835.0,9.2,13.0,0.0,577.0,1.9,17062.0,55.1,22167.0,82.6,4681.0,17.4,19146.0,71.3,3936.0,14.7,154.0,0.6,3611.0,13.4,4.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211140.0,SAO LUIS GONZAGA DO MARANHAO,18153.0,5604.0,685.0,12.2,2128.0,87.0,12.7,0.0,0.0,126.0,18.4,358.0,52.3,321.0,50.2,319.0,49.8,442.0,69.1,122.0,19.1,8.0,1.2,68.0,10.6,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211150.0,SAO MATEUS DO MARANHAO,40160.0,12795.0,1600.0,12.5,5645.0,266.0,16.6,1.0,0.1,46.0,2.9,924.0,57.8,1109.0,77.1,330.0,22.9,1096.0,76.2,199.0,13.8,15.0,1.0,129.0,9.0,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211153.0,SAO PEDRO DA AGUA BRANCA,14736.0,1599.0,168.0,10.5,594.0,27.0,16.1,0.0,0.0,9.0,5.4,112.0,66.7,87.0,58.8,61.0,41.2,113.0,76.3,28.0,18.9,0.0,0.0,8.0,5.4,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211157.0,SAO PEDRO DOS CRENTES,5965.0,1551.0,31.0,2.0,144.0,4.0,12.9,0.0,0.0,0.0,0.0,25.0,80.6,22.0,100.0,0.0,0.0,18.0,81.8,2.0,9.1,1.0,4.5,1.0,4.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211160.0,SAO RAIMUNDO DAS MANGABEIRAS,19129.0,5359.0,1943.0,36.3,7459.0,276.0,14.2,0.0,0.0,29.0,1.5,1309.0,67.4,1428.0,85.2,248.0,14.8,1323.0,78.9,202.0,12.1,10.0,0.6,143.0,8.5,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211163.0,SAO RAIMUNDO DO DOCA BEZERRA,5767.0,1699.0,660.0,38.8,2476.0,38.0,5.8,2.0,0.3,0.0,0.0,443.0,67.1,380.0,64.5,209.0,35.5,412.0,70.0,113.0,19.2,29.0,4.9,35.0,5.9,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211167.0,SAO ROBERTO,4602.0,1557.0,220.0,14.1,776.0,44.0,20.0,0.0,0.0,5.0,2.3,131.0,59.5,153.0,80.1,38.0,19.9,145.0,75.9,36.0,18.9,2.0,1.1,8.0,4.2,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211170.0,SAO VICENTE FERRER,19885.0,5819.0,783.0,13.5,2554.0,76.0,9.7,0.0,0.0,195.0,24.9,457.0,58.4,365.0,54.0,311.0,46.0,571.0,84.5,49.0,7.2,2.0,0.3,54.0,8.0,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211172.0,SATUBINHA,8880.0,2301.0,334.0,14.5,1107.0,63.0,18.9,0.0,0.0,7.0,2.1,188.0,56.3,163.0,54.0,139.0,46.0,242.0,80.1,35.0,11.6,0.0,0.0,25.0,8.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211174.0,SENADOR ALEXANDRE COSTA,10445.0,2348.0,324.0,13.8,1205.0,31.0,9.6,0.0,0.0,1.0,0.3,219.0,67.6,178.0,62.0,109.0,38.0,240.0,83.6,16.0,5.6,0.0,0.0,31.0,10.8,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211176.0,SENADOR LA ROCQUE,15035.0,5323.0,1074.0,20.2,3844.0,183.0,17.0,0.0,0.0,3.0,0.3,639.0,59.5,739.0,83.0,151.0,17.0,671.0,75.4,169.0,19.0,0.0,0.0,50.0,5.6,1.0,0.1,nov/2023 a dez/2025
NORDESTE,MA,211178.0,SERRANO DO MARANHAO,10461.0,2096.0,662.0,31.6,2123.0,74.0,11.2,0.0,0.0,360.0,54.4,353.0,53.3,333.0,54.3,280.0,45.7,205.0,33.4,6.0,1.0,6.0,1.0,396.0,64.6,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211180.0,SITIO NOVO,17457.0,825.0,16.0,1.9,66.0,0.0,0.0,0.0,0.0,2.0,12.5,12.0,75.0,7.0,58.3,5.0,41.7,6.0,50.0,3.0,25.0,1.0,8.3,2.0,16.7,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211190.0,SUCUPIRA DO NORTE,10471.0,1721.0,50.0,2.9,211.0,8.0,16.0,0.0,0.0,0.0,0.0,35.0,70.0,29.0,70.7,12.0,29.3,38.0,92.7,2.0,4.9,0.0,0.0,1.0,2.4,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211195.0,SUCUPIRA DO RIACHAO,5088.0,1607.0,7.0,0.4,44.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,100.0,1.0,25.0,3.0,75.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211200.0,TASSO FRAGOSO,9106.0,2737.0,816.0,29.8,2864.0,103.0,12.6,0.0,0.0,1.0,0.1,519.0,63.6,551.0,75.0,184.0,25.0,642.0,87.3,60.0,8.2,2.0,0.3,31.0,4.2,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211210.0,TIMBIRAS,27344.0,4742.0,947.0,20.0,3067.0,108.0,11.4,1.0,0.1,3.0,0.3,531.0,56.1,641.0,74.0,225.0,26.0,732.0,84.5,60.0,6.9,0.0,0.0,75.0,8.7,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211220.0,TIMON,182241.0,39907.0,9915.0,24.8,34502.0,1373.0,13.8,12.0,0.1,253.0,2.6,5553.0,56.0,6894.0,78.0,1943.0,22.0,7172.0,81.2,634.0,7.2,55.0,0.6,978.0,11.1,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211223.0,TRIZIDELA DO VALE,23052.0,8572.0,919.0,10.7,2980.0,176.0,19.2,0.0,0.0,14.0,1.5,472.0,51.4,492.0,65.3,261.0,34.7,545.0,72.4,104.0,13.8,1.0,0.1,103.0,13.7,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211227.0,TUFILANDIA,5633.0,2308.0,220.0,9.5,787.0,17.0,7.7,4.0,1.8,1.0,0.5,121.0,55.0,155.0,85.2,27.0,14.8,174.0,95.6,4.0,2.2,0.0,0.0,4.0,2.2,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211230.0,TUNTUM,37401.0,9111.0,1168.0,12.8,3919.0,181.0,15.5,5.0,0.4,4.0,0.3,698.0,59.8,786.0,75.4,256.0,24.6,705.0,67.7,210.0,20.1,40.0,3.8,87.0,8.3,0.0,0.0,nov/2023 a dez/2025
NORDESTE,MA,211240.0,TURIACU,38905.0,8197.0,909.0,11.1,3185.0,107.0,11.8,0.0,0.0,21.0,2.3,571.0,62.8,551.0,67.7,263.0,32.3,690.0,84.8,56.0,6.9,30.0,3.7,38.0,4.7,0.0,0.0,nov/2023 a dez/2025
